Altium Designer Pick and Place Locations
C:\altium workspace\UAVCAN-Sniffer-STM-Programmer\Project Outputs for CAN_SNIFFER\Pick Place\Pick Place for CAN_SNIFFER.csv

========================================================================================================================
File Design Information:

Date:       21.04.22
Time:       12:39
Revision:   864cdafe4da4682aa322d6fd66016995d88b8b1a
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R6","RC0603FR-0710KL","TopLayer","J1-0603","19.2250","25.6500","0","10 kOhms 1 0.1 W 1 10 W Chip Resistor 0603 1608 Metric Thick Film"
"R5","RC0603FR-07120RL","TopLayer","J1-0603","37.7000","11.5750","90","120 Ohms 1 0.1 W 1 10 W Chip Resistor 0603 1608 Metric Thick Film"
"BLINK","0603-LED-GREEN","TopLayer","*LEDM1608X80_LTE-C1906R-14(Primary)","28.9000","15.7750","180","Green 571nm LED Indication - Discrete 2V 0603 (1608 Metric)"
"J1","UJ31-CH-31N-SMT-TR","TopLayer","CUI_UJ31-CH-31N-SMT-TR","2.9550","12.6300","270","Type C, USB 3.1 Gen 2, 5 A, Right Angle, Surface Mount _SMT_, USB Receptacle"
"DD1","STM32F103T8","TopLayer","*QFN50P600X600X100-37N","19.6000","20.2750","0","STM32F103T8U6, Ìèêðîêîíòðîëëåð 32BIT ARM 64K FLASH [VFQFPN-36]"
"CAN3","502585-0670","TopLayer","MOLEX_502585-0670","42.6500","12.7750","90","1.50mm Pitch, CLIK-Mate PCB Receptacle, Single Row, Surface Mount, Right-Angle, Tin Plating, Positive Lock, 6 Circuits, Natural"
"CAN2","SM04B-GHS-TB(LF)(SN)-","TopLayer","JST_SM04B-GHS-TB(LF)(SN)-","36.6750","25.1250","180","Connector Header Surface Mount, Right Angle 4 position 0.049 _1.25mm_"
"C10","GX035C104MAT2-500","TopLayer","*CAPC1608X90","9.5500","25.1750","0","Cap Thin Film 0.1uf 50v 0603"
"C9","GX035C104MAT2-500","TopLayer","*CAPC1608X90","9.5500","18.0000","0","Cap Thin Film 0.1uf 50v 0603"
"C6","GX035C104MAT2-500","TopLayer","*CAPC1608X90","25.4750","21.7250","0","Cap Thin Film 0.1uf 50v 0603"
"C5","GX035C104MAT2-500","TopLayer","*CAPC1608X90","14.4750","16.1750","180","Cap Thin Film 0.1uf 50v 0603"
"C4","GX035C104MAT2-500","TopLayer","*CAPC1608X90","13.6250","25.1250","180","Cap Thin Film 0.1uf 50v 0603"
"C3","GX035C104MAT2-500","TopLayer","*CAPC1608X90","25.8250","18.7250","0","Cap Thin Film 0.1uf 50v 0603"
"C2","GX035C104MAT2-500","TopLayer","*CAPC1608X90","34.0000","8.3250","270","Cap Thin Film 0.1uf 50v 0603"
"C1","GX035C104MAT2-500","TopLayer","*CAPC1608X90","32.1750","11.4000","90","Cap Thin Film 0.1uf 50v 0603"
